Snapshot,Index,Hotel Name,TTT,LOS,Grade,Num of Reviews,Curr Price,Original Price,Is refundable,Late payment,Extras included,Option Member,Friday,Monday,Wednesday,Discount
Monday,1,Hotel 32 32,1,1,8.0,1296.0,303.8,393.4,0,0,0,0,0,1,0,1
Monday,2,Sonesta Simply Suites Jersey City,1,1,8.4,1002.0,237.2,237.2,1,0,0,0,0,1,0,0
Monday,3,Park Lane New York,1,1,8.8,305.0,490.7,538.8,0,0,0,0,0,1,0,1
Monday,4,Arlo Midtown,1,1,9.2,3123.0,358.5,358.5,1,0,0,1,0,1,0,0
Monday,5,"PUBLIC, an Ian Schrager hotel",1,1,8.0,1465.0,467.8,467.8,0,0,0,1,0,1,0,0
Monday,6,Hard Rock Hotel New York,1,1,9.2,716.0,592.4,592.4,1,0,0,1,0,1,0,0
Monday,7,Hotel Edison Times Square,1,1,7.8,2758.0,279.8,279.8,1,0,1,1,0,1,0,0
Monday,8,YOTEL New York Times Square,1,1,7.0,1889.0,240.4,262.3,0,0,0,1,0,1,0,1
Monday,9,Moxy Brooklyn Willamsburg,1,1,5.3,0.0,264.5,264.5,0,0,0,0,0,1,0,0
Monday,10,New York Marriott Marquis,1,1,9.0,1543.0,588.0,588.0,0,0,0,0,0,1,0,0
Monday,11,Millennium Hotel Broadway Times Square,1,1,7.0,6075.0,219.7,239.3,1,0,0,1,0,1,0,1
Monday,12,The Westin New York at Times Square,1,1,8.6,2154.0,545.4,545.4,0,0,0,0,0,1,0,0
Monday,13,Margaritaville Resort Times Square,1,1,9.0,1679.0,351.9,351.9,0,0,1,0,0,1,0,0
Monday,14,The Manhattan at Times Square Hotel,1,1,5.6,2651.0,147.5,173.8,0,0,0,1,0,1,0,1
Monday,15,Hyatt Grand Central New York,1,1,7.8,1680.0,474.3,474.3,0,0,0,0,0,1,0,0
Monday,16,M Social Hotel Times Square New York,1,1,8.8,2832.0,372.7,408.7,1,0,0,0,0,1,0,1
Monday,17,Park Central Hotel New York,1,1,8.0,1908.0,312.6,342.1,0,0,0,1,0,1,0,1
Monday,18,Equinox Hotel New York,1,1,9.0,307.0,1177.1,1177.1,1,0,1,1,0,1,0,0
Monday,19,"InterContinental New York Times Square, an IHG Hotel",1,1,8.2,1055.0,447.0,447.0,0,0,0,0,0,1,0,0
Monday,20,"The Langham, New York, Fifth Avenue",1,1,9.4,1004.0,1442.6,1442.6,1,0,0,0,0,1,0,0
Monday,21,The New Yorker A Wyndham Hotel,1,1,8.0,2598.0,225.1,225.1,0,0,0,0,0,1,0,0
Monday,22,The Westin New York Grand Central,1,1,8.6,1191.0,641.5,1269.9,0,0,0,0,0,1,0,1
Monday,23,Soho Grand Hotel,1,1,8.8,1009.0,497.3,610.9,0,0,0,0,0,1,0,1
Monday,24,Empire Hotel,1,1,7.4,1311.0,262.3,262.3,0,0,1,1,0,1,0,0
Monday,25,Pod Times Square,1,1,8.6,2815.0,191.3,191.3,1,0,0,1,0,1,0,0
Monday,26,NoMo SoHo,1,1,8.0,1010.0,329.0,329.0,0,0,0,1,0,1,0,0
Monday,27,"Moxy NYC Times Square, a Marriott Hotel",1,1,8.4,1085.0,421.9,421.9,0,0,0,0,0,1,0,0
Monday,28,The Standard High Line,1,1,8.4,758.0,474.3,474.3,0,0,0,1,0,1,0,0
Monday,29,Park Lane New York,1,1,8.8,305.0,490.7,538.8,0,0,0,0,0,1,0,1
Monday,30,"Martinique New York on Broadway, Curio Collection by Hilton",1,1,8.6,1010.0,486.3,486.3,1,0,0,0,0,1,0,0
Monday,31,Hyatt House Jersey City,1,1,8.4,1009.0,331.1,368.3,0,0,1,0,0,1,0,1
Monday,32,Millennium Downtown New York,1,1,7.4,2520.0,330.1,361.7,1,0,0,1,0,1,0,1
Monday,33,"Hotel Indigo Lower East Side New York, an IHG Hotel",1,1,8.0,1003.0,306.0,306.0,0,0,1,0,0,1,0,0
Monday,34,The Times Square EDITION,1,1,9.0,572.0,781.4,781.4,0,0,0,0,0,1,0,0
Monday,35,The Knickerbocker Hotel,1,1,8.8,1007.0,560.7,616.4,0,0,0,0,0,1,0,1
Monday,36,"InterContinental New York Barclay, an IHG Hotel",1,1,8.6,1011.0,713.7,713.7,0,0,0,0,0,1,0,0
Monday,37,RIU Plaza Manhattan Times Square,1,1,8.8,1854.0,285.2,285.2,0,0,0,0,0,1,0,0
Monday,38,INNSiDE by Meliá New York Nomad,1,1,8.8,1349.0,337.7,337.7,0,0,0,1,0,1,0,0
Monday,39,Arlo NoMad,1,1,8.0,1607.0,299.5,329.0,1,0,0,1,0,1,0,1
Monday,40,The Belvedere Hotel,1,1,8.6,2270.0,193.4,193.4,1,0,0,1,0,1,0,0
Monday,41,Ace Hotel New York,1,1,8.2,1008.0,397.8,397.8,1,0,0,0,0,1,0,0
Monday,42,"Mandarin Oriental, New York",1,1,9.2,450.0,1100.6,1100.6,1,0,1,0,0,1,0,0
Monday,43,Roxy Hotel New York,1,1,9.0,1014.0,463.4,463.4,0,0,0,1,0,1,0,0
Monday,44,citizenM New York Bowery,1,1,9.2,1296.0,262.3,262.3,1,0,0,0,0,1,0,0
Monday,45,Dream Downtown,1,1,7.2,1010.0,240.4,261.2,1,0,1,0,0,1,0,1
Monday,46,Arlo SoHo,1,1,8.2,1315.0,381.4,420.8,1,0,0,1,0,1,0,1
Monday,47,"The Carlyle, A Rosewood Hotel",1,1,9.2,680.0,932.2,1035.0,1,0,0,0,0,1,0,1
Monday,48,Park Terrace Hotel,1,1,9.2,1009.0,403.3,403.3,1,0,0,0,0,1,0,0
Monday,49,"Moxy NYC Lower East Side, a Marriott Hotel",1,1,9.0,75.0,315.8,315.8,0,0,0,0,0,1,0,0
Monday,50,"Moxy NYC Chelsea, a Marriott Hotel",1,1,8.6,977.0,386.9,386.9,0,0,0,0,0,1,0,0
Monday,51,Hotel 32 32,1,1,8.0,1296.0,303.8,393.4,0,0,0,0,0,1,0,1
Monday,52,LUMA Hotel Times Square,1,1,9.4,1013.0,392.4,392.4,0,0,0,1,0,1,0,0
Monday,53,Dream Midtown,1,1,8.0,1010.0,290.7,290.7,1,0,0,1,0,1,0,0
Monday,54,Trump International Hotel & Tower New York,1,1,9.2,1003.0,709.3,709.3,1,0,1,1,0,1,0,0
Monday,55,"The Ritz-Carlton New York, Central Park",1,1,9.0,405.0,1059.0,1059.0,0,0,0,0,0,1,0,0
Monday,56,Warwick New York,1,1,8.0,1209.0,396.7,415.3,0,0,0,1,0,1,0,1
Monday,57,Conrad New York Midtown,1,1,8.4,1001.0,724.6,724.6,0,0,0,0,0,1,0,0
Monday,58,The MUSE New York,1,1,8.8,1007.0,510.4,510.4,0,0,0,1,0,1,0,0
Monday,59,Courtyard by Marriott New York JFK Airport,1,1,8.0,1003.0,238.3,238.3,0,0,0,0,0,1,0,0
Monday,60,The Gallivant Times Square,1,1,6.6,1773.0,136.6,161.7,1,0,0,0,0,1,0,1
Monday,61,Royalton Park Avenue,1,1,8.2,1007.0,431.7,431.7,0,0,1,0,0,1,0,0
Monday,62,World Center Hotel,1,1,8.6,1299.0,226.2,226.2,1,0,0,1,0,1,0,0
Monday,63,Bentley Hotel,1,1,6.6,1017.0,332.2,332.2,0,0,0,1,0,1,0,0
Monday,64,"Club Quarters, Times Square - Midtown",1,1,8.4,1752.0,238.3,238.3,1,0,0,1,0,1,0,0
Monday,65,The Time New York,1,1,8.0,1009.0,327.9,327.9,1,0,0,1,0,1,0,0
Monday,66,Mondrian Park Avenue,1,1,7.4,1008.0,298.4,298.4,0,0,0,1,0,1,0,0
Monday,67,Hotel Belleclaire,1,1,8.4,1014.0,253.6,294.0,1,0,1,0,0,1,0,1
Monday,68,Freehand New York,1,1,8.2,1017.0,262.3,262.3,1,0,0,0,0,1,0,0
Monday,69,Ameritania Hotel at Times Square,1,1,8.4,1142.0,332.2,332.2,0,0,0,1,0,1,0,0
Monday,70,Virgin Hotels New York City,1,1,8.4,11.0,534.4,534.4,0,0,1,1,0,1,0,0
Monday,71,Refinery Hotel,1,1,8.8,1002.0,559.6,615.3,0,0,0,0,0,1,0,1
Monday,72,Westgate New York Grand Central,1,1,8.6,1014.0,454.6,454.6,1,0,0,1,0,1,0,0
Monday,73,The Renwick,1,1,8.6,1014.0,418.6,418.6,1,0,0,1,0,1,0,0
Monday,74,WestHouse New York,1,1,8.4,1007.0,567.2,615.3,0,0,1,1,0,1,0,1
Monday,75,Hotel 57,1,1,8.4,1011.0,368.3,403.3,1,0,0,0,0,1,0,1
Monday,76,Hotel Riu Plaza New York Times Square,1,1,8.8,3159.0,361.7,361.7,0,0,1,0,0,1,0,0
Monday,77,Aliz Hotel Times Square,1,1,7.8,1150.0,332.2,332.2,1,0,0,1,0,1,0,0
Monday,78,Gansevoort Meatpacking,1,1,8.6,1003.0,538.8,753.0,0,0,1,0,0,1,0,1
Monday,79,CIVILIAN Hotel,1,1,9.2,754.0,250.3,250.3,1,0,0,1,0,1,0,0
Monday,80,OYO Times Square,1,1,7.0,1005.0,227.3,227.3,0,0,0,1,0,1,0,0
Monday,81,11 Howard,1,1,8.2,670.0,491.8,491.8,0,0,0,0,0,1,0,0
Monday,82,Arthouse Hotel New York City,1,1,8.2,1010.0,284.2,284.2,0,0,0,1,0,1,0,0
Monday,83,The Towers at Lotte New York Palace,1,1,9.2,453.0,1024.0,1024.0,1,0,0,1,0,1,0,0
Monday,84,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,1,8.0,1027.0,388.0,388.0,0,0,0,0,0,1,0,0
Monday,85,The Plaza Hotel,1,1,8.8,1010.0,818.6,1135.5,0,0,0,0,0,1,0,1
Monday,86,Courtyard New York Manhattan/ Midtown East,1,1,8.6,1284.0,389.1,791.3,0,0,0,0,0,1,0,1
Monday,87,citizenM New York Times Square,1,1,9.0,1282.0,309.3,309.3,1,0,0,0,0,1,0,0
Monday,88,"The Pierre, A Taj Hotel, New York",1,1,9.2,989.0,823.0,823.0,1,0,0,0,0,1,0,0
Monday,89,"Moxy NYC East Village, a Marriott Hotel",1,1,8.8,896.0,410.9,410.9,0,0,0,0,0,1,0,0
Monday,90,Virgin Hotels New York City,1,1,8.4,11.0,534.4,534.4,0,0,1,1,0,1,0,0
Monday,91,"Club Quarters Hotel, World Trade Center",1,1,8.6,1104.0,226.2,226.2,1,0,0,1,0,1,0,0
Monday,92,Omni Berkshire Place,1,1,9.0,1009.0,459.0,533.3,0,0,0,0,0,1,0,1
Monday,93,Pendry Manhattan West,1,1,9.6,102.0,882.0,882.0,0,0,0,0,0,1,0,0
Monday,94,Hyatt Centric Times Square New York,1,1,9.0,1023.0,460.1,460.1,0,0,0,0,0,1,0,0
Monday,95,Sofitel New York,1,1,8.8,1009.0,436.1,456.8,0,0,0,0,0,1,0,1
Monday,96,Hotel Hendricks,1,1,8.2,1007.0,391.3,391.3,0,0,0,1,0,1,0,0
Monday,97,The Hotel @ Fifth Avenue,1,1,7.4,1001.0,271.0,271.0,1,0,0,1,0,1,0,0
Monday,98,"The Lexington Hotel, Autograph Collection",1,1,8.2,1008.0,592.4,592.4,0,0,0,0,0,1,0,0
Monday,99,Ink 48 Hotel,1,1,8.2,1002.0,391.3,391.3,0,0,0,1,0,1,0,0
Monday,100,The Evelyn Hotel,1,1,8.4,1004.0,406.6,406.6,1,0,1,1,0,1,0,0
Monday,1,Hotel 32 32,1,2,8.0,1296.0,640.4,831.7,0,0,0,0,0,1,0,1
Monday,2,Hyatt House Jersey City,1,2,8.4,1009.0,538.8,598.9,0,0,1,0,0,1,0,1
Monday,3,Sonesta Simply Suites Jersey City,1,2,8.4,1002.0,417.5,463.4,1,0,0,0,0,1,0,1
Monday,4,Arlo Midtown,1,2,9.2,3123.0,716.9,716.9,1,0,0,1,0,1,0,0
Monday,5,"PUBLIC, an Ian Schrager hotel",1,2,8.0,1465.0,948.6,948.6,0,0,0,1,0,1,0,0
Monday,6,Hard Rock Hotel New York,1,2,9.2,716.0,1097.3,1097.3,0,0,0,1,0,1,0,0
Monday,7,Hotel Edison Times Square,1,2,7.8,2758.0,570.5,570.5,1,0,1,1,0,1,0,0
Monday,8,YOTEL New York Times Square,1,2,7.0,1889.0,418.6,454.6,0,0,0,1,0,1,0,1
Monday,9,Park Lane New York,1,2,8.8,305.0,1077.6,1183.6,0,0,0,0,0,1,0,1
Monday,10,New York Marriott Marquis,1,2,9.0,1543.0,1174.9,1174.9,0,0,0,0,0,1,0,0
Monday,11,Millennium Hotel Broadway Times Square,1,2,7.0,6075.0,491.8,537.7,1,0,0,1,0,1,0,1
Monday,12,Sheraton New York Times Square Hotel,1,2,8.0,1219.0,1198.9,1198.9,0,0,0,0,0,1,0,0
Monday,13,Margaritaville Resort Times Square,1,2,9.0,1679.0,702.7,702.7,0,0,1,0,0,1,0,0
Monday,14,Loews Regency New York Hotel,1,2,8.8,1000.0,1903.8,1903.8,0,0,0,0,0,1,0,0
Monday,15,The Manhattan at Times Square Hotel,1,2,5.6,2651.0,295.1,346.4,0,0,0,1,0,1,0,1
Monday,16,Hyatt Grand Central New York,1,2,7.8,1680.0,807.7,912.6,0,0,0,1,0,1,0,1
Monday,17,M Social Hotel Times Square New York,1,2,8.8,2832.0,735.5,806.6,1,0,0,1,0,1,0,1
Monday,18,Park Central Hotel New York,1,2,8.0,1908.0,604.4,660.1,0,0,0,1,0,1,0,1
Monday,19,Equinox Hotel New York,1,2,9.0,307.0,2425.1,2425.1,1,0,1,1,0,1,0,0
Monday,20,"InterContinental New York Times Square, an IHG Hotel",1,2,8.2,1055.0,892.9,892.9,0,0,0,0,0,1,0,0
Monday,21,"The Langham, New York, Fifth Avenue",1,2,9.4,1004.0,2588.0,2588.0,1,0,0,0,0,1,0,0
Monday,22,The New Yorker A Wyndham Hotel,1,2,8.0,2598.0,531.1,531.1,0,0,0,0,0,1,0,0
Monday,23,The Westin New York Grand Central,1,2,8.6,1191.0,1142.1,2249.2,0,0,0,1,0,1,0,1
Monday,24,Soho Grand Hotel,1,2,8.8,1009.0,994.5,1223.0,0,0,0,0,0,1,0,1
Monday,25,Empire Hotel,1,2,7.4,1311.0,523.5,523.5,0,0,1,1,0,1,0,0
Monday,26,Pod Times Square,1,2,8.6,2815.0,405.5,405.5,1,0,0,1,0,1,0,0
Monday,27,NoMo SoHo,1,2,8.0,1010.0,657.9,657.9,0,0,0,1,0,1,0,0
Monday,28,"Moxy NYC Times Square, a Marriott Hotel",1,2,8.4,1085.0,891.8,891.8,0,0,0,0,0,1,0,0
Monday,29,The Standard High Line,1,2,8.4,758.0,832.8,966.1,0,0,0,1,0,1,0,1
Monday,30,Moxy Brooklyn Willamsburg,1,2,5.3,0.0,527.9,527.9,0,1,0,0,0,1,0,0
Monday,31,The MUSE New York,1,2,8.8,1007.0,1008.7,1008.7,0,0,0,1,0,1,0,0
Monday,32,Park Lane New York,1,2,8.8,305.0,1077.6,1183.6,0,0,0,0,0,1,0,1
Monday,33,Millennium Downtown New York,1,2,7.4,2520.0,639.3,700.5,1,0,0,1,0,1,0,1
Monday,34,"Hotel Indigo Lower East Side New York, an IHG Hotel",1,2,8.0,1003.0,672.1,672.1,0,0,1,0,0,1,0,0
Monday,35,The Times Square EDITION,1,2,9.0,572.0,1504.9,1504.9,0,0,0,0,0,1,0,0
Monday,36,The Knickerbocker Hotel,1,2,8.8,1007.0,1121.3,1233.9,0,0,0,0,0,1,0,1
Monday,37,"InterContinental New York Barclay, an IHG Hotel",1,2,8.6,1011.0,1189.1,1189.1,0,0,0,0,0,1,0,0
Monday,38,RIU Plaza Manhattan Times Square,1,2,8.8,1854.0,593.4,593.4,0,0,0,0,0,1,0,0
Monday,39,INNSiDE by Meliá New York Nomad,1,2,8.8,1349.0,647.0,647.0,0,0,0,1,0,1,0,0
Monday,40,Arlo NoMad,1,2,8.0,1607.0,597.8,657.9,1,0,0,1,0,1,0,1
Monday,41,The Belvedere Hotel,1,2,8.6,2270.0,385.8,385.8,1,0,0,1,0,1,0,0
Monday,42,Ace Hotel New York,1,2,8.2,1008.0,818.6,818.6,1,0,0,0,0,1,0,0
Monday,43,"Mandarin Oriental, New York",1,2,9.2,450.0,2277.6,2277.6,1,0,1,0,0,1,0,0
Monday,44,Roxy Hotel New York,1,2,9.0,1014.0,925.7,925.7,0,0,0,1,0,1,0,0
Monday,45,citizenM New York Bowery,1,2,9.2,1296.0,523.5,523.5,1,0,0,0,0,1,0,0
Monday,46,Dream Downtown,1,2,7.2,1010.0,425.1,461.2,1,0,1,0,0,1,0,1
Monday,47,Arlo SoHo,1,2,8.2,1315.0,823.0,908.2,1,0,0,1,0,1,0,1
Monday,48,"The Carlyle, A Rosewood Hotel",1,2,9.2,680.0,1864.5,2071.0,1,0,0,0,0,1,0,1
Monday,49,33 Seaport Hotel New York,1,2,8.8,300.0,817.5,1076.5,0,0,0,1,0,1,0,1
Monday,50,"Moxy NYC Chelsea, a Marriott Hotel",1,2,8.6,977.0,797.8,797.8,0,0,0,0,0,1,0,0
Monday,51,Park Terrace Hotel,1,2,9.2,1009.0,806.6,806.6,1,0,0,0,0,1,0,0
Monday,52,Hotel 32 32,1,2,8.0,1296.0,640.4,831.7,0,0,0,0,0,1,0,1
Monday,53,LUMA Hotel Times Square,1,2,9.4,1013.0,903.8,903.8,0,0,0,1,0,1,0,0
Monday,54,Dream Midtown,1,2,8.0,1010.0,509.3,605.5,1,0,0,0,0,1,0,1
Monday,55,Trump International Hotel & Tower New York,1,2,9.2,1003.0,1542.1,1542.1,1,0,1,1,0,1,0,0
Monday,56,"The Ritz-Carlton New York, Central Park",1,2,9.0,405.0,2118.0,2118.0,0,0,0,0,0,1,0,0
Monday,57,Warwick New York,1,2,8.0,1209.0,720.2,754.1,0,0,0,1,0,1,0,1
Monday,58,Hyatt Centric Times Square New York,1,2,9.0,1023.0,919.1,919.1,0,0,0,0,0,1,0,0
Monday,59,"Moxy NYC East Village, a Marriott Hotel",1,2,8.8,896.0,761.8,761.8,0,0,0,0,0,1,0,0
Monday,60,Conrad New York Midtown,1,2,8.4,1001.0,1400.0,1400.0,0,0,0,0,0,1,0,0
Monday,61,The Gallivant Times Square,1,2,6.6,1773.0,273.2,323.5,1,0,0,0,0,1,0,1
Monday,62,Royalton Park Avenue,1,2,8.2,1007.0,863.4,863.4,0,0,1,0,0,1,0,0
Monday,63,World Center Hotel,1,2,8.6,1299.0,452.5,452.5,1,0,0,1,0,1,0,0
Monday,64,Bentley Hotel,1,2,6.6,1017.0,665.6,665.6,0,0,0,1,0,1,0,0
Monday,65,"Club Quarters, Times Square - Midtown",1,2,8.4,1752.0,476.5,476.5,1,0,0,1,0,1,0,0
Monday,66,The Time New York,1,2,8.0,1009.0,551.9,655.7,1,0,0,0,0,1,0,1
Monday,67,Hotel Belleclaire,1,2,8.4,1014.0,547.5,635.0,1,0,1,0,0,1,0,1
Monday,68,Freehand New York,1,2,8.2,1017.0,547.5,547.5,1,0,0,0,0,1,0,0
Monday,69,Ameritania Hotel at Times Square,1,2,8.4,1142.0,665.6,665.6,0,0,0,1,0,1,0,0
Monday,70,Virgin Hotels New York City,1,2,8.4,11.0,1068.9,1068.9,0,0,1,1,0,1,0,0
Monday,71,Refinery Hotel,1,2,8.8,1002.0,1118.0,1231.7,0,0,0,0,0,1,0,1
Monday,72,Westgate New York Grand Central,1,2,8.6,1014.0,896.2,896.2,1,0,0,1,0,1,0,0
Monday,73,The Renwick,1,2,8.6,1014.0,791.3,791.3,1,0,0,1,0,1,0,0
Monday,74,WestHouse New York,1,2,8.4,1007.0,1145.4,1242.6,0,0,1,1,0,1,0,1
Monday,75,Hotel 57,1,2,8.4,1011.0,700.5,806.6,1,0,0,0,0,1,0,1
Monday,76,Hotel Riu Plaza New York Times Square,1,2,8.8,3159.0,758.5,758.5,0,0,1,0,0,1,0,0
Monday,77,Aliz Hotel Times Square,1,2,7.8,1150.0,665.6,665.6,1,0,0,1,0,1,0,0
Monday,78,Gansevoort Meatpacking,1,2,8.6,1003.0,1111.5,1553.0,0,0,1,0,0,1,0,1
Monday,79,CIVILIAN Hotel,1,2,9.2,754.0,475.4,475.4,1,0,0,1,0,1,0,0
Monday,80,OYO Times Square,1,2,7.0,1005.0,419.7,455.7,0,0,0,1,0,1,0,1
Monday,81,11 Howard,1,2,8.2,670.0,1042.6,1042.6,0,0,0,0,0,1,0,0
Monday,82,Arthouse Hotel New York City,1,2,8.2,1010.0,568.3,568.3,0,0,0,1,0,1,0,0
Monday,83,The Towers at Lotte New York Palace,1,2,9.2,453.0,1988.0,1988.0,1,0,0,1,0,1,0,0
Monday,84,"Crowne Plaza Times Square Manhattan, an IHG Hotel",1,2,8.0,1027.0,777.1,777.1,0,0,0,1,0,1,0,0
Monday,85,The Plaza Hotel,1,2,8.8,1010.0,1638.3,2271.0,0,0,0,0,0,1,0,1
Monday,86,citizenM New York Times Square,1,2,9.0,1282.0,582.5,582.5,1,0,0,0,0,1,0,0
Monday,87,"The Pierre, A Taj Hotel, New York",1,2,9.2,989.0,1645.9,1645.9,0,0,0,0,0,1,0,0
Monday,88,"Club Quarters Hotel, World Trade Center",1,2,8.6,1104.0,537.7,537.7,1,0,0,1,0,1,0,0
Monday,89,"Moxy NYC Lower East Side, a Marriott Hotel",1,2,9.0,75.0,632.8,632.8,0,0,0,0,0,1,0,0
Monday,90,Virgin Hotels New York City,1,2,8.4,11.0,1068.9,1068.9,0,0,1,1,0,1,0,0
Monday,91,Omni Berkshire Place,1,2,9.0,1009.0,873.2,1013.1,0,0,0,0,0,1,0,1
Monday,92,Pendry Manhattan West,1,2,9.6,102.0,1553.0,1763.9,0,0,0,0,0,1,0,1
Monday,93,Hyatt Centric Times Square New York,1,2,9.0,1023.0,919.1,919.1,0,0,0,0,0,1,0,0
Monday,94,Lotte New York Palace,1,2,8.8,1006.0,1470.0,1470.0,1,0,0,1,0,1,0,0
Monday,95,Sofitel New York,1,2,8.8,1009.0,860.1,901.6,0,0,0,0,0,1,0,1
Monday,96,Hotel Hendricks,1,2,8.2,1007.0,782.5,782.5,0,0,0,1,0,1,0,0
Monday,97,The Hotel @ Fifth Avenue,1,2,7.4,1001.0,553.0,553.0,1,0,0,1,0,1,0,0
Monday,98,"The Lexington Hotel, Autograph Collection",1,2,8.2,1008.0,1161.8,1161.8,0,0,0,0,0,1,0,0
Monday,99,Ink 48 Hotel,1,2,8.2,1002.0,783.6,783.6,0,0,0,1,0,1,0,0
Monday,100,The Evelyn Hotel,1,2,8.4,1004.0,802.2,802.2,1,0,1,1,0,1,0,0
Monday,1,Hotel 32 32,1,3,8.0,1296.0,895.1,1160.7,0,0,0,0,0,1,0,1
Monday,2,Virgin Hotels New York City,1,3,8.4,11.0,1062.3,1525.7,0,0,1,0,0,1,0,1
Monday,3,Sonder at One Platt,1,3,8.0,165.0,674.3,674.3,0,0,1,0,0,1,0,0
Monday,4,Arlo Midtown,1,3,9.2,3123.0,1108.2,1108.2,1,0,0,1,0,1,0,0
Monday,5,"PUBLIC, an Ian Schrager hotel",1,3,8.0,1465.0,1326.8,1416.4,0,0,0,1,0,1,0,1
Monday,6,Hard Rock Hotel New York,1,3,9.2,716.0,1549.7,1549.7,0,0,0,1,0,1,0,0
Monday,7,Hotel Edison Times Square,1,3,7.8,2758.0,813.1,813.1,1,0,1,1,0,1,0,0
Monday,8,YOTEL New York Times Square,1,3,7.0,1889.0,635.0,689.6,0,0,0,1,0,1,0,1
Monday,9,Sonesta Simply Suites Jersey City,1,3,8.4,1002.0,620.8,690.7,1,0,0,0,0,1,0,1
Monday,10,New York Marriott Marquis,1,3,9.0,1543.0,1531.2,1531.2,0,0,0,0,0,1,0,0
Monday,11,Millennium Hotel Broadway Times Square,1,3,7.0,6075.0,727.9,836.1,1,0,0,1,0,1,0,1
Monday,12,Sheraton New York Times Square Hotel,1,3,8.0,1219.0,1425.1,1425.1,0,0,0,0,0,1,0,0
Monday,13,Margaritaville Resort Times Square,1,3,9.0,1679.0,1095.1,1095.1,0,0,1,0,0,1,0,0
Monday,14,Loews Regency New York Hotel,1,3,8.8,1000.0,2186.9,2568.3,0,0,0,1,0,1,0,1
Monday,15,The Manhattan at Times Square Hotel,1,3,5.6,2651.0,424.0,520.2,0,0,0,1,0,1,0,1
Monday,16,Hyatt Grand Central New York,1,3,7.8,1680.0,1047.0,1047.0,0,0,0,0,0,1,0,0
Monday,17,M Social Hotel Times Square New York,1,3,8.8,2832.0,1086.3,1192.4,1,0,0,1,0,1,0,1
Monday,19,"InterContinental New York Times Square, an IHG Hotel",1,3,8.2,1055.0,1268.9,1268.9,0,0,0,0,0,1,0,0
Monday,20,"The Langham, New York, Fifth Avenue",1,3,9.4,1004.0,2879.8,4265.6,0,0,0,0,0,1,0,1
Monday,21,The Westin New York Grand Central,1,3,8.6,1191.0,1334.4,1334.4,0,0,0,0,0,1,0,0
Monday,22,Soho Grand Hotel,1,3,8.8,1009.0,1490.7,1833.9,0,0,0,0,0,1,0,1
Monday,23,Empire Hotel,1,3,7.4,1311.0,808.7,808.7,0,0,1,1,0,1,0,0
Monday,24,Pod Times Square,1,3,8.6,2815.0,573.8,573.8,1,0,0,1,0,1,0,0
Monday,25,NoMo SoHo,1,3,8.0,1010.0,977.1,977.1,0,0,0,1,0,1,0,0
Monday,26,"Moxy NYC Times Square, a Marriott Hotel",1,3,8.4,1085.0,992.4,1149.7,0,0,0,1,0,1,0,1
Monday,27,The Standard High Line,1,3,8.4,758.0,1228.4,1424.0,0,0,0,1,0,1,0,1
Monday,28,Park Lane New York,1,3,8.8,305.0,1597.8,1755.2,0,0,0,0,0,1,0,1
Monday,29,Millennium Downtown New York,1,3,7.4,2520.0,823.0,944.3,1,0,0,1,0,1,0,1
Monday,30,Hyatt House Jersey City,1,3,8.4,1009.0,744.3,827.3,0,0,1,0,0,1,0,1
Monday,31,Sonder The Industrialist,1,3,6.6,24.0,400.0,400.0,0,0,0,0,0,1,0,0
Monday,32,"Hotel Indigo Lower East Side New York, an IHG Hotel",1,3,8.0,1003.0,1002.2,1002.2,0,0,1,0,0,1,0,0
Monday,33,The Times Square EDITION,1,3,9.0,572.0,2086.3,2086.3,0,0,0,0,0,1,0,0
Monday,34,The Knickerbocker Hotel,1,3,8.8,1007.0,1523.5,1761.8,0,0,0,1,0,1,0,1
Monday,35,"InterContinental New York Barclay, an IHG Hotel",1,3,8.6,1011.0,1497.3,1497.3,0,0,0,0,0,1,0,0
Monday,36,RIU Plaza Manhattan Times Square,1,3,8.8,1854.0,878.7,878.7,0,0,0,0,0,1,0,0
Monday,37,INNSiDE by Meliá New York Nomad,1,3,8.8,1349.0,936.6,936.6,0,0,0,1,0,1,0,0
Monday,38,Arlo NoMad,1,3,8.0,1607.0,909.3,1000.0,1,0,0,1,0,1,0,1
Monday,39,Ace Hotel New York,1,3,8.2,1008.0,1168.3,1168.3,1,0,0,0,0,1,0,0
Monday,40,"Mandarin Oriental, New York",1,3,9.2,450.0,2280.9,3454.7,1,0,1,0,0,1,0,1
Monday,41,Roxy Hotel New York,1,3,9.0,1014.0,1377.1,1377.1,0,0,0,1,0,1,0,0
Monday,42,citizenM New York Bowery,1,3,9.2,1296.0,815.3,815.3,1,0,0,0,0,1,0,0
Monday,43,Dream Downtown,1,3,7.2,1010.0,638.3,690.7,1,0,1,0,0,1,0,1
Monday,44,Arlo SoHo,1,3,8.2,1315.0,1277.6,1409.8,1,0,0,1,0,1,0,1
Monday,46,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",1,3,9.0,1020.0,1269.9,1269.9,0,0,0,0,0,1,0,0
Monday,47,Park Terrace Hotel,1,3,9.2,1009.0,1150.8,1150.8,1,0,0,0,0,1,0,0
Monday,48,Hotel 32 32,1,3,8.0,1296.0,895.1,1160.7,0,0,0,0,0,1,0,1
