Breakfast included_booking,Cancel Later_booking,Discount_booking,Discount_expedia,Distance from center_booking,Extras included_expedia,Free Cancellation_booking,Friday,Grade_booking,Grade_expedia,Index_booking,Index_expedia,Is refundable_expedia,LOS,Late payment_expedia,Location grade_booking,Monday,Late payment_booking,Num of Reviews_booking,Num of Reviews_expedia,Option Member_expedia,TTT,Wednesday,Diff_B-E
0,1,0,1,7000,0,1,1,7.2,7.4,75,23,1,4,0,0,0,1,2124,1007.0,0,5,0,0.1099999999998999
0,1,0,1,7000,0,1,1,7.2,7.4,89,10,1,5,0,0,0,1,2124,1007.0,0,5,0,156.10000000000014
0,1,0,0,7000,0,1,1,7.2,7.4,58,31,1,1,0,0,0,1,2124,1007.0,0,6,0,-49.03
0,1,0,0,7000,0,1,1,7.2,7.4,77,77,1,2,0,0,0,1,2124,1007.0,0,6,0,-114.76999999999998
0,1,0,1,7000,0,1,1,7.2,7.4,62,47,1,3,0,0,0,1,2124,1007.0,0,6,0,-30.69000000000005
0,1,0,1,7000,0,1,1,7.2,7.4,63,30,1,4,0,0,0,1,2124,1007.0,0,6,0,-37.90999999999997
0,1,0,1,7000,0,1,1,7.2,7.4,61,10,1,5,0,0,0,1,2124,1007.0,0,6,0,51.73000000000002
0,1,0,1,7000,0,1,1,7.2,7.4,76,38,1,3,0,0,0,1,2124,1007.0,0,7,0,-28.5
0,1,0,1,7000,0,1,1,7.2,7.4,84,19,1,4,0,0,0,1,2124,1007.0,0,7,0,-35.639999999999986
0,1,0,1,7000,0,1,1,7.2,7.4,63,11,1,5,0,0,0,1,2124,1007.0,0,7,0,51.73000000000002
0,1,0,0,7000,0,1,1,7.2,7.4,97,75,1,2,0,0,0,1,2124,1007.0,0,8,0,-98.23999999999997
0,1,0,1,7000,0,1,1,7.2,7.4,87,23,1,3,0,0,0,1,2124,1007.0,0,8,0,-25.300000000000068
0,1,0,1,7000,0,1,1,7.2,7.4,99,7,1,5,0,0,0,1,2124,1007.0,0,8,0,45.97000000000003
0,1,0,0,7000,0,1,1,7.2,7.4,68,17,1,2,0,0,0,1,2124,1007.0,0,9,0,-66.18
0,1,0,1,7000,0,1,1,7.2,7.4,50,30,1,4,0,0,0,1,2124,1007.0,0,9,0,-142.97000000000003
0,1,0,1,7000,0,1,1,7.2,7.4,75,10,1,5,0,0,0,1,2124,1007.0,0,9,0,36.020000000000095
0,1,0,0,7000,0,1,1,7.2,7.4,78,28,1,1,0,0,0,1,2124,1007.0,0,10,0,-36.75999999999999
0,1,0,0,7000,0,1,1,7.2,7.4,98,52,1,2,0,0,0,1,2124,1007.0,0,10,0,-86.07
0,1,0,1,7000,0,1,1,7.2,7.4,62,31,1,3,0,0,0,1,2124,1007.0,0,10,0,-118.12
0,1,0,1,7000,0,1,1,7.2,7.4,82,23,1,4,0,0,0,1,2124,1007.0,0,10,0,-32.43999999999994
0,1,0,0,7000,0,1,1,7.2,7.4,100,75,1,2,0,0,0,1,2124,1007.0,0,11,0,-98.23999999999997
0,1,0,1,7000,0,1,1,7.2,7.4,70,19,1,4,0,0,0,1,2124,1007.0,0,11,0,-34.47000000000003
0,1,0,1,7000,0,1,1,7.2,7.4,75,15,1,5,0,0,0,1,2124,1007.0,0,11,0,52.680000000000064
0,1,0,0,7000,0,1,1,7.2,7.4,97,58,1,1,0,0,0,1,2124,1007.0,0,12,0,-49.03
0,1,0,0,7000,0,1,1,7.2,7.4,96,34,1,2,0,0,0,1,2124,1007.0,0,12,0,-86.07
0,1,0,1,7000,0,1,1,7.2,7.4,70,19,1,3,0,0,0,1,2124,1007.0,0,12,0,-56.450000000000045
0,1,0,0,7000,0,1,1,7.2,7.4,57,9,1,1,0,0,0,1,2124,1007.0,0,13,0,-31.25999999999999
0,0,0,0,7000,0,0,1,7.2,7.4,87,64,0,4,0,0,0,0,2124,1007.0,0,14,0,-165.75
0,0,0,1,7000,0,0,1,7.2,7.4,98,20,1,5,0,0,0,0,2124,1007.0,0,14,0,-116.43000000000006
0,0,0,0,7000,0,0,1,7.2,7.4,90,76,0,3,0,0,0,0,2124,1007.0,0,15,0,-119.95000000000005
0,0,0,0,7000,0,0,1,7.2,7.4,87,77,0,4,0,0,0,0,2124,1007.0,0,15,0,-162.52999999999997
0,1,0,0,7000,0,1,1,7.2,7.4,33,51,0,3,0,0,0,1,2124,1007.0,0,16,0,-104.53000000000004
0,1,0,0,7000,0,1,1,7.2,7.4,42,59,0,4,0,0,0,1,2124,1007.0,0,16,0,-146.17999999999995
0,1,0,0,7000,0,1,1,7.2,7.4,43,72,0,5,0,0,0,1,2124,1007.0,0,16,0,-234.98
0,1,0,0,7000,0,1,1,7.2,7.4,46,67,0,3,0,0,0,1,2124,1007.0,0,17,0,-117.59000000000005
0,1,0,0,7000,0,1,1,7.2,7.4,48,68,0,4,0,0,0,1,2124,1007.0,0,17,0,-159.20999999999992
0,1,0,0,7000,0,1,1,7.2,7.4,52,90,0,5,0,0,0,1,2124,1007.0,0,17,0,-266.1399999999999
0,1,0,0,7000,0,1,1,7.2,7.4,42,75,0,3,0,0,0,1,2124,1007.0,0,18,0,-123.14
0,1,0,1,7000,0,1,1,7.2,7.4,74,68,1,4,0,0,0,1,2124,1007.0,0,18,0,-176.20999999999992
0,1,0,0,7000,0,1,1,7.2,7.4,58,94,0,3,0,0,0,1,2124,1007.0,0,19,0,-134.35000000000002
0,0,0,0,7000,0,0,1,7.2,7.4,86,4,0,1,0,0,0,0,2124,1007.0,0,30,0,-29.930000000000007
0,0,0,0,3100,0,0,0,7.9,8.2,42,68,1,1,0,0,1,0,1183,1017.0,0,1,0,-41.420000000000016
0,0,0,0,3100,0,0,0,7.9,8.2,98,68,1,2,0,0,1,0,1183,1017.0,0,1,0,-84.22000000000003
0,0,0,0,3100,0,0,0,7.9,8.2,76,69,1,1,0,0,1,0,1183,1017.0,0,2,0,-21.01000000000002
0,0,0,0,3100,0,0,0,7.9,8.2,79,71,0,1,0,0,1,0,1183,1017.0,0,3,0,-50.63999999999999
0,0,0,0,3100,0,0,0,7.9,8.2,95,71,0,2,0,0,1,0,1183,1017.0,0,3,0,-135.53999999999996
0,0,0,0,3100,0,0,0,7.9,8.2,72,72,0,1,0,0,1,0,1183,1017.0,0,4,0,-75.94
0,0,0,0,3100,0,0,0,7.9,8.2,92,70,0,2,0,0,1,0,1183,1017.0,0,4,0,-153.07
0,0,0,0,3100,0,0,0,7.9,8.2,62,67,0,1,0,0,1,0,1183,1017.0,0,5,0,-66.78999999999999
0,0,0,0,3100,0,0,0,7.9,8.2,61,65,0,1,0,0,1,0,1183,1017.0,0,6,0,-37.6
0,0,0,0,3100,0,0,0,7.9,8.2,67,39,0,1,0,0,1,0,1183,1017.0,0,7,0,-66.61000000000001
0,0,0,0,3100,0,0,0,7.9,8.2,43,37,0,1,0,0,1,0,1183,1017.0,0,8,0,-80.78000000000003
0,0,0,0,3100,0,0,0,7.9,8.2,48,38,0,1,0,0,1,0,1183,1017.0,0,9,0,-86.19
0,0,0,0,3100,0,0,0,7.9,8.2,72,38,0,2,0,0,1,0,1183,1017.0,0,9,0,-166.72000000000003
0,0,0,0,3100,0,0,0,7.9,8.2,98,38,0,3,0,0,1,0,1183,1017.0,0,9,0,-254.67999999999995
0,0,0,0,3100,0,0,0,7.9,8.2,59,38,0,1,0,0,1,0,1183,1017.0,0,10,0,-70.73000000000002
0,0,0,0,3100,0,0,0,7.9,8.2,35,36,0,1,0,0,1,0,1183,1017.0,0,11,0,-77.23000000000002
0,0,0,0,3100,0,0,0,7.9,8.2,83,38,0,2,0,0,1,0,1183,1017.0,0,11,0,-157.29999999999995
0,0,0,0,3100,0,0,0,7.9,8.2,38,37,0,1,0,0,1,0,1183,1017.0,0,12,0,-78.38999999999999
0,0,0,0,3100,0,0,0,7.9,8.2,85,40,0,1,0,0,1,0,1183,1017.0,0,13,0,-43.48999999999998
0,0,0,0,3100,0,0,0,7.9,8.2,62,39,0,1,0,0,1,0,1183,1017.0,0,14,0,-63.88000000000002
0,0,0,0,3100,0,0,0,7.9,8.2,56,38,0,1,0,0,1,0,1183,1017.0,0,15,0,-88.79999999999998
0,0,0,0,3100,0,0,0,7.9,8.2,80,38,0,2,0,0,1,0,1183,1017.0,0,15,0,-173.12999999999994
0,0,0,0,3100,0,0,0,7.9,8.2,95,37,0,1,0,0,1,0,1183,1017.0,0,19,0,-62.53
0,0,0,0,3100,0,0,0,7.9,8.2,89,40,0,1,0,0,1,0,1183,1017.0,0,20,0,-58.05999999999999
0,0,0,0,3100,0,0,0,7.9,8.2,82,39,0,1,0,0,1,0,1183,1017.0,0,26,0,-72.37
0,0,0,0,3100,0,0,0,7.9,8.2,94,40,0,1,0,0,1,0,1183,1017.0,0,28,0,-67.27000000000001
0,0,0,0,3100,0,0,0,7.9,8.2,95,39,0,1,0,0,1,0,1183,1017.0,0,29,0,-77.38
0,0,0,0,3100,0,0,0,7.9,8.2,96,39,0,1,0,0,1,0,1183,1017.0,0,30,0,-77.38
0,0,0,0,3100,0,0,1,7.9,8.2,75,63,0,2,0,0,0,0,1179,1004.0,0,5,0,-167.82000000000005
0,0,0,0,3100,0,0,1,7.9,8.2,66,83,0,3,0,0,0,0,1179,1004.0,0,5,0,-216.5999999999999
0,0,0,0,3100,0,0,1,7.9,8.2,71,90,0,4,0,0,0,0,1179,1004.0,0,5,0,-300.05999999999995
0,0,0,0,3100,0,0,1,7.9,8.2,93,98,0,5,0,0,0,0,1179,1004.0,0,5,0,-380.58000000000015
0,0,0,0,3100,0,0,1,7.9,8.2,54,16,0,1,0,0,0,0,1179,1004.0,0,6,0,-73.21000000000004
0,0,0,0,3100,0,0,1,7.9,8.2,75,26,0,2,0,0,0,0,1179,1004.0,0,6,0,-117.44
0,0,0,0,3100,0,0,1,7.9,8.2,81,66,0,3,0,0,0,0,1179,1004.0,0,6,0,-220.06999999999996
0,0,0,0,3100,0,0,1,7.9,8.2,85,74,0,4,0,0,0,0,1179,1004.0,0,6,0,-277.29
0,0,0,0,3100,0,0,1,7.9,8.2,69,75,0,5,0,0,0,0,1179,1004.0,0,6,0,-363.76
0,0,0,0,3100,0,0,1,7.9,8.2,90,66,0,3,0,0,0,0,1179,1004.0,0,7,0,-211.66
0,0,0,0,3100,0,0,1,7.9,8.2,83,81,0,4,0,0,0,0,1179,1004.0,0,7,0,-289.5099999999999
0,0,0,0,3100,0,0,1,7.9,8.2,79,97,0,5,0,0,0,0,1179,1004.0,0,7,0,-372.99
0,0,0,0,3100,0,0,1,7.9,8.2,83,28,0,1,0,0,0,0,1179,1004.0,0,8,0,-81.25
0,0,0,0,3100,0,0,1,7.9,8.2,79,41,0,2,0,0,0,0,1179,1004.0,0,8,0,-142.98000000000002
0,0,0,0,3100,0,0,1,7.9,8.2,89,91,0,3,0,0,0,0,1179,1004.0,0,8,0,-220.81999999999996
0,0,0,0,3100,0,0,1,7.9,8.2,96,99,0,4,0,0,0,0,1179,1004.0,0,8,0,-304.29999999999995
0,0,0,0,3100,0,0,1,7.9,8.2,84,33,0,1,0,0,0,0,1179,1004.0,0,9,0,-52.870000000000005
0,0,0,0,3100,0,0,1,7.9,8.2,87,43,0,1,0,0,0,0,1179,1004.0,0,11,0,-55.82000000000002
0,0,0,0,3100,0,0,1,7.9,8.2,94,23,0,1,0,0,0,0,1179,1004.0,0,15,0,-80.27000000000001
0,0,0,0,3100,0,0,1,7.9,8.2,95,47,0,2,0,0,0,0,1179,1004.0,0,15,0,-145.68
0,1,1,1,3700,1,1,0,8.3,8.6,73,76,1,1,0,1,0,0,618,1000.0,0,30,1,-121.39
0,1,1,1,3700,1,1,1,8.3,8.6,33,48,1,1,0,1,0,0,620,1001.0,0,7,0,-120.62
0,1,1,1,3700,1,1,1,8.3,8.6,33,34,1,2,0,1,0,0,620,1001.0,0,7,0,-241.24
0,1,1,1,3700,1,1,1,8.3,8.6,80,76,1,2,0,1,0,0,620,1001.0,0,8,0,-233.28
0,1,1,1,3700,1,1,1,8.3,8.6,49,97,1,2,0,1,0,0,620,1001.0,0,21,0,-256.7599999999999
0,0,0,0,1000,0,0,0,8.8,9.2,78,6,1,1,0,1,1,0,1250,716.0,1,1,0,-121.57
0,0,0,0,1000,0,0,0,8.8,9.2,39,6,0,3,0,1,1,0,1250,716.0,1,1,0,-198.44000000000003
0,0,0,1,1000,0,0,0,8.8,9.2,64,6,1,4,0,1,1,0,1250,716.0,1,1,0,-162.53999999999996
0,1,0,1,1000,0,1,0,8.8,9.2,38,6,1,4,0,1,1,1,1250,716.0,1,2,0,-163.3499999999999
0,1,0,1,1000,0,1,0,8.8,9.2,60,6,1,5,0,1,1,1,1250,716.0,1,2,0,-206.0300000000002
0,1,0,0,1000,0,1,0,8.8,9.2,53,6,1,1,0,1,1,1,1250,716.0,1,3,0,-107.74
0,1,0,0,1000,0,1,0,8.8,9.2,38,6,0,2,0,1,1,1,1250,716.0,1,3,0,-128.07000000000005
0,1,0,0,1000,0,1,0,8.8,9.2,35,6,0,3,0,1,1,1,1250,716.0,1,3,0,-193.54999999999995
0,1,0,1,1000,0,1,0,8.8,9.2,38,6,1,4,0,1,1,1,1250,716.0,1,3,0,-167.30999999999997
0,1,0,0,1000,0,1,0,8.8,9.2,53,6,0,2,0,1,1,1,1250,716.0,1,4,0,-130.62
0,1,0,1,1000,0,1,0,8.8,9.2,39,6,1,4,0,1,1,1,1250,716.0,1,4,0,-165.3599999999999
0,1,0,0,1000,0,1,0,8.8,9.2,81,6,1,1,0,1,1,1,1250,716.0,1,5,0,-117.87999999999994
0,1,0,0,1000,0,1,0,8.8,9.2,39,6,0,2,0,1,1,1,1250,716.0,1,5,0,-129.01999999999998
0,1,0,0,1000,0,1,0,8.8,9.2,58,6,0,3,0,1,1,1,1250,716.0,1,5,0,-194.5
0,1,0,1,1000,0,1,0,8.8,9.2,79,6,1,4,0,1,1,1,1250,716.0,1,5,0,-154.45000000000027
0,1,0,0,1000,0,1,0,8.8,9.2,76,6,1,1,0,1,1,1,1250,716.0,1,6,0,-100.84000000000005
0,1,0,0,1000,0,1,0,8.8,9.2,51,6,0,2,0,1,1,1,1250,716.0,1,6,0,-129.01999999999998
0,1,0,0,1000,0,1,0,8.8,9.2,90,4,0,3,0,1,1,1,1250,716.0,1,6,0,-209.16000000000008
0,1,0,0,1000,0,1,0,8.8,9.2,50,85,0,4,0,1,0,1,1258,742.0,1,6,1,-316.0500000000002
0,0,0,0,1000,0,0,0,8.8,9.2,49,97,0,3,0,1,0,0,1258,742.0,1,7,1,-392.9099999999999
0,0,0,0,1000,0,0,0,8.8,9.2,48,75,0,4,0,1,0,0,1258,742.0,1,7,1,-522.6699999999998
0,0,0,0,1000,0,0,0,8.8,9.2,45,84,0,3,0,1,0,0,1258,742.0,1,8,1,-389.28
0,0,0,1,1000,0,0,0,8.8,9.2,56,55,1,4,0,1,0,0,1258,742.0,1,10,1,-517.3300000000002
0,0,0,1,1000,0,0,0,8.8,9.2,84,68,1,4,0,1,0,0,1258,742.0,1,11,1,-370.6300000000001
0,0,0,1,1000,0,0,0,8.8,9.2,81,67,1,5,0,1,0,0,1258,742.0,1,11,1,-467.0400000000002
0,0,0,1,1000,0,0,0,8.8,9.2,71,67,1,4,0,1,0,0,1258,742.0,1,12,1,-381.93000000000006
0,0,0,1,1000,0,0,0,8.8,9.2,64,46,1,5,0,1,0,0,1258,742.0,1,12,1,-474.6600000000001
0,0,0,1,1000,0,0,0,8.8,9.2,65,43,1,4,0,1,0,0,1258,742.0,1,13,1,-373.56
0,0,0,1,1000,0,0,0,8.8,9.2,71,25,1,4,0,1,0,0,1258,742.0,1,14,1,-384.46
0,0,0,1,1000,0,0,0,8.8,9.2,53,39,1,5,0,1,0,0,1258,742.0,1,14,1,-467.0400000000002
0,0,0,1,1000,0,0,0,8.8,9.2,47,88,1,4,0,1,0,0,1258,742.0,1,15,1,-373.73
0,0,0,1,1000,0,0,0,8.8,9.2,53,87,1,5,0,1,0,0,1258,742.0,1,15,1,-465.18000000000006
0,1,0,0,1000,0,1,1,8.8,9.2,52,88,0,3,0,1,0,1,1264,743.0,1,6,0,-352.28
0,0,0,1,1000,0,0,1,8.8,9.2,29,44,1,4,0,1,0,0,1264,743.0,1,8,0,-526.69
0,0,0,1,1000,0,0,1,8.8,9.2,49,65,1,5,0,1,0,0,1264,743.0,1,9,0,-605.7199999999998
0,0,0,1,1000,0,0,1,8.8,9.2,59,71,1,4,0,1,0,0,1264,743.0,1,10,0,-520.1899999999998
0,0,0,1,1000,0,0,1,8.8,9.2,40,39,1,4,0,1,0,0,1264,743.0,1,11,0,-462.25
0,0,0,1,1000,0,0,1,8.8,9.2,37,26,1,5,0,1,0,0,1264,743.0,1,11,0,-569.75
0,0,0,1,1000,0,0,1,8.8,9.2,40,19,1,4,0,1,0,0,1264,743.0,1,12,0,-462.25
0,0,0,0,1000,0,0,1,8.8,9.2,21,90,0,3,0,1,0,0,1264,743.0,1,13,0,-425.55
0,0,0,1,1000,0,0,1,8.8,9.2,27,31,1,4,0,1,0,0,1264,743.0,1,13,0,-437.85000000000014
0,0,0,1,1000,0,0,1,8.8,9.2,28,39,1,5,0,1,0,0,1264,743.0,1,13,0,-542.4699999999998
0,0,0,0,1000,0,0,1,8.8,9.2,20,88,0,3,0,1,0,0,1264,743.0,1,14,0,-372.35000000000014
0,0,0,1,1000,0,0,1,8.8,9.2,41,37,1,4,0,1,0,0,1264,743.0,1,14,0,-406.07
0,0,0,1,1000,0,0,1,8.8,9.2,38,54,1,5,0,1,0,0,1264,743.0,1,14,0,-608.2100000000003
0,0,0,1,1000,0,0,1,8.8,9.2,30,84,1,4,0,1,0,0,1264,743.0,1,15,0,-503.8600000000001
0,0,0,1,1000,0,0,1,8.8,9.2,87,40,1,4,0,1,0,0,1264,743.0,1,24,0,-457.53
0,0,0,1,1000,0,0,1,8.8,9.2,90,27,1,5,0,1,0,0,1264,743.0,1,24,0,-577.0900000000001
0,0,0,0,1000,0,0,1,8.8,9.2,100,75,0,3,0,1,0,0,1264,743.0,1,25,0,-437.96
0,0,0,1,1000,0,0,1,8.8,9.2,91,24,1,4,0,1,0,0,1264,743.0,1,25,0,-465.51999999999975
0,0,0,1,1000,0,0,1,8.8,9.2,78,20,1,5,0,1,0,0,1264,743.0,1,25,0,-579.19
0,0,0,1,1000,0,0,1,8.8,9.2,90,21,1,4,0,1,0,0,1264,743.0,1,26,0,-462.5899999999999
0,0,0,1,1000,0,0,1,8.8,9.2,100,28,1,5,0,1,0,0,1264,743.0,1,26,0,-559.9000000000001
0,0,0,0,1000,0,0,1,8.8,9.2,79,53,0,3,0,1,0,0,1264,743.0,1,27,0,-434.4200000000001
0,0,0,1,1000,0,0,1,8.8,9.2,74,27,1,4,0,1,0,0,1264,743.0,1,27,0,-443.3999999999999
0,0,0,1,1000,0,0,1,8.8,9.2,94,27,1,5,0,1,0,0,1264,743.0,1,27,0,-548.7
0,0,0,0,1000,0,0,1,8.8,9.2,63,59,0,3,0,1,0,0,1264,743.0,1,28,0,-412.6400000000001
0,0,0,1,1000,0,0,1,8.8,9.2,96,29,1,5,0,1,0,0,1264,743.0,1,28,0,-559.9000000000001
0,0,0,0,1000,0,0,1,8.8,9.2,69,62,0,3,0,1,0,0,1264,743.0,1,29,0,-396.28
0,0,0,1,1000,0,0,1,8.8,9.2,78,32,1,4,0,1,0,0,1264,743.0,1,29,0,-440.3399999999999
0,0,0,1,1000,0,0,1,8.8,9.2,89,24,1,5,0,1,0,0,1264,743.0,1,29,0,-562.1500000000001
0,0,0,1,2400,0,0,0,7.4,8.0,55,33,0,5,0,0,0,0,1541,1000.0,1,1,1,-256.15999999999985
0,0,0,1,2400,0,0,0,7.4,8.0,71,33,0,3,0,0,0,0,1541,1000.0,1,2,1,-171.47000000000003
0,0,0,1,2400,0,0,0,7.4,8.0,92,46,0,4,0,0,0,0,1541,1000.0,1,2,1,-206.17
0,0,0,1,2400,0,0,0,7.4,8.0,62,32,0,5,0,0,0,0,1541,1000.0,1,2,1,-296.4900000000001
0,0,0,1,2400,0,0,0,7.4,8.0,90,38,1,3,0,0,0,0,1541,1000.0,1,3,1,-165.31999999999994
0,0,0,1,2400,0,0,0,7.4,8.0,82,40,1,4,0,0,0,0,1541,1000.0,1,3,1,-229.43999999999997
0,0,0,1,2400,0,0,0,7.4,8.0,64,24,1,5,0,0,0,0,1541,1000.0,1,3,1,-333.53
0,1,0,1,2400,0,1,0,7.4,8.0,68,20,1,5,0,0,0,0,1541,1000.0,1,4,1,-217.19000000000003
0,1,0,1,2400,0,1,0,7.4,8.0,88,52,1,4,0,0,0,0,1541,1000.0,1,5,1,-294.76
0,1,0,1,2400,0,1,0,7.4,8.0,78,17,1,5,0,0,0,0,1541,1000.0,1,5,1,-275.71000000000004
0,1,0,1,2400,0,1,0,7.4,8.0,98,53,1,3,0,0,0,0,1541,1000.0,1,6,1,-227.08999999999992
0,1,0,1,2400,0,1,0,7.4,8.0,98,46,1,5,0,0,0,0,1540,1000.0,1,13,1,-372.01
0,0,0,1,2400,0,0,0,7.4,8.0,90,53,1,4,0,0,0,0,1540,1000.0,1,14,1,-270.9699999999999
0,1,0,1,2400,0,1,0,7.4,8.0,87,38,1,5,0,0,0,0,1540,1000.0,1,14,1,-332.6099999999999
0,1,0,1,2400,0,1,0,7.4,8.0,90,48,1,5,0,0,0,0,1540,1000.0,1,15,1,-318.1099999999999
0,1,0,1,2400,0,1,0,7.4,8.0,41,56,1,3,0,0,0,0,1540,1000.0,1,16,1,-192.54000000000008
0,1,0,1,2400,0,1,0,7.4,8.0,47,74,1,4,0,0,0,0,1540,1000.0,1,16,1,-267.7599999999999
0,1,0,1,2400,0,1,0,7.4,8.0,95,47,1,5,0,0,0,0,1540,1000.0,1,16,1,-321.23
0,1,0,1,2400,0,1,0,7.4,8.0,85,62,1,3,0,0,0,0,1540,1000.0,1,17,1,-179.10000000000002
0,1,0,1,2400,0,1,0,7.4,8.0,52,87,1,4,0,0,0,0,1540,1000.0,1,17,1,-259.6700000000001
0,1,0,1,2400,0,1,0,7.4,8.0,87,66,1,5,0,0,0,0,1540,1000.0,1,17,1,-309.78
0,1,0,1,2400,0,1,0,7.4,8.0,49,94,1,3,0,0,0,0,1540,1000.0,1,20,1,-192.54000000000008
0,1,0,1,2400,0,1,0,7.4,8.0,73,99,1,4,0,0,0,0,1540,1000.0,1,20,1,-257.75
0,1,1,1,2400,0,1,0,7.4,8.0,60,81,1,5,0,0,0,1,1540,1000.0,1,20,1,-242.29
0,1,0,1,2400,0,1,0,7.4,8.0,72,88,1,3,0,0,0,0,1540,1000.0,1,21,1,-192.29000000000008
0,1,0,1,2400,0,1,0,7.4,8.0,56,75,1,5,0,0,0,0,1540,1000.0,1,21,1,-367.47
0,1,0,1,2400,0,1,0,7.4,8.0,52,66,1,5,0,0,0,0,1540,1000.0,1,22,1,-356.02
0,1,0,1,2400,0,1,0,7.4,8.0,65,57,1,3,0,0,0,0,1540,1000.0,1,23,1,-134.73000000000002
0,1,0,1,2400,0,1,0,7.4,8.0,60,68,1,5,0,0,0,0,1540,1000.0,1,23,1,-397.4699999999998
0,1,0,1,2400,0,1,0,7.4,8.0,46,71,1,4,0,0,0,0,1540,1000.0,1,24,1,-178.42000000000007
0,1,0,1,2400,0,1,0,7.4,8.0,52,68,1,5,0,0,0,0,1540,1000.0,1,24,1,-314.8800000000001
0,1,0,1,2400,0,1,0,7.4,8.0,51,75,1,3,0,0,0,0,1540,1000.0,1,25,1,-136.68999999999994
0,1,0,1,2400,0,1,0,7.4,8.0,53,67,1,5,0,0,0,0,1540,1000.0,1,25,1,-262.1299999999999
0,1,1,1,2400,0,1,0,7.4,8.0,50,84,1,3,0,0,0,1,1540,1000.0,1,26,1,-79.78999999999996
0,1,0,1,2400,0,1,0,7.4,8.0,62,99,1,5,0,0,0,0,1540,1000.0,1,26,1,-447.6899999999998
0,1,0,1,2400,0,1,0,7.4,8.0,65,83,1,5,0,0,0,0,1540,1000.0,1,28,1,-362.07
0,1,0,1,2400,0,1,0,7.4,8.0,79,77,1,5,0,0,0,0,1540,1000.0,1,29,1,-292.18000000000006
0,1,0,1,2400,0,1,0,7.4,8.0,72,82,1,5,0,0,0,0,1540,1000.0,1,30,1,-282.6099999999999
0,0,0,0,2400,0,0,1,7.4,8.0,68,97,1,1,0,0,0,0,1540,1000.0,1,1,0,-54.70999999999998
0,0,0,1,2400,0,0,1,7.4,8.0,60,40,0,3,0,0,0,0,1540,1000.0,1,1,0,-183.98
0,0,0,1,2400,0,0,1,7.4,8.0,25,19,0,5,0,0,0,0,1540,1000.0,1,1,0,-368.53
0,0,0,1,2400,0,0,1,7.4,8.0,65,29,0,3,0,0,0,0,1540,1000.0,1,2,0,-139.60000000000002
0,0,0,1,2400,0,0,1,7.4,8.0,21,13,0,5,0,0,0,0,1540,1000.0,1,2,0,-252.31999999999996
0,0,0,1,2400,0,0,1,7.4,8.0,47,46,1,3,0,0,0,0,1540,1000.0,1,3,0,-235.74
0,0,1,1,2400,0,0,1,7.4,8.0,41,11,1,5,0,0,0,0,1540,1000.0,1,3,0,-204.33000000000013
0,1,0,1,2400,0,1,1,7.4,8.0,59,34,1,3,0,0,0,0,1540,1000.0,1,4,0,-253.25
0,1,0,1,2400,0,1,1,7.4,8.0,45,15,1,4,0,0,0,0,1540,1000.0,1,4,0,-250.5999999999999
0,1,0,1,2400,0,1,1,7.4,8.0,23,8,1,5,0,0,0,0,1540,1000.0,1,4,0,-342.44000000000005
0,1,0,0,2400,0,1,1,7.4,8.0,56,97,1,1,0,0,0,1,1540,1000.0,1,5,0,-63.579999999999984
0,1,0,0,2400,0,1,1,7.4,8.0,74,88,1,2,0,0,0,1,1540,1000.0,1,5,0,-93.89
0,1,0,1,2400,0,1,1,7.4,8.0,43,18,1,3,0,0,0,0,1540,1000.0,1,5,0,-141.29000000000008
0,1,0,1,2400,0,1,1,7.4,8.0,35,14,1,4,0,0,0,0,1540,1000.0,1,5,0,-250.42999999999984
0,1,0,1,2400,0,1,1,7.4,8.0,42,13,1,5,0,0,0,0,1540,1000.0,1,5,0,-330.94000000000005
0,1,0,0,2400,0,1,1,7.4,8.0,85,96,1,2,0,0,0,0,1540,1000.0,1,6,0,-141.39
0,1,0,1,2400,0,1,1,7.4,8.0,57,29,1,3,0,0,0,0,1540,1000.0,1,6,0,-253.25
0,1,0,1,2400,0,1,1,7.4,8.0,65,21,1,4,0,0,0,0,1540,1000.0,1,6,0,-209.62
0,1,0,1,2400,0,1,1,7.4,8.0,73,33,1,4,0,0,0,0,1540,1000.0,1,7,0,-315.66
0,1,0,1,2400,0,1,1,7.4,8.0,59,24,1,5,0,0,0,0,1540,1000.0,1,7,0,-329.81999999999994
0,1,1,1,2400,0,1,1,7.4,8.0,91,51,1,3,0,0,0,1,1540,1000.0,1,8,0,-163.41999999999996
0,1,0,1,2400,0,1,1,7.4,8.0,86,58,1,4,0,0,0,0,1540,1000.0,1,8,0,-332.30999999999995
0,1,0,1,2400,0,1,1,7.4,8.0,82,42,1,5,0,0,0,0,1540,1000.0,1,8,0,-395.4199999999999
0,1,0,1,2400,0,1,1,7.4,8.0,71,39,1,5,0,0,0,0,1540,1000.0,1,9,0,-244.56000000000017
0,1,0,1,2400,0,1,1,7.4,8.0,84,83,1,4,0,0,0,0,1540,1000.0,1,10,0,-300.18999999999994
0,1,0,1,2400,0,1,1,7.4,8.0,48,37,1,5,0,0,0,0,1540,1000.0,1,10,0,-374.6199999999999
0,1,0,1,2400,0,1,1,7.4,8.0,60,53,1,4,0,0,0,0,1540,1000.0,1,11,0,-315.66
0,1,0,1,2400,0,1,1,7.4,8.0,44,22,1,5,0,0,0,0,1540,1000.0,1,11,0,-314.18000000000006
